dmim_id,plate_id,annotation,adduct,smi,met_n,mz,ccs_avg,ccs_rsd,ccs_r1,ccs_r2,ccs_r3
"DMIM00188","p1C19","METOCLOPRAMIDE","[M+H]+","CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl",0,300.1479,170.23,0.07,170.15,170.16,170.39
"DMIM00189","p1C19","METOCLOPRAMIDE","[M+H-H2O]+","CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl",0,282.1373,158.07,0.03,158.12,158.00,158.10
"DMIM00191","p1C20","ACETANILIDE","[M+H-H2O]+","CC(=O)NC1=CC=CC=C1",0,118.0656,121.73,2.74,117.02,124.12,124.05
"DMIM00192","p1C21","METOPROLOL","[M+H]+","CC(C)NCC(COC1=CC=C(C=C1)CCOC)O",0,268.1912,169.28,0.07,169.14,169.29,169.41
"DMIM00193","p1C21","METOPROLOL","[M+Na]+","CC(C)NCC(COC1=CC=C(C=C1)CCOC)O",0,290.1732,162.72,0.06,162.72,162.61,162.84
"DMIM00194","p1C21","METOPROLOL","[M+H-H2O]+","CC(C)NCC(COC1=CC=C(C=C1)CCOC)O",0,250.1806,163.49,0.07,163.57,163.33,163.57
"DMIM00197","p1C22","FLURANDRENOLIDE","[M+H]+","C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F",0,437.2339,199.91,0.05,199.99,199.97,199.78
"DMIM00198","p1C22","FLURANDRENOLIDE","[M+Na]+","C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F",0,459.2159,224.66,0.19,225.10,224.08,224.80
"DMIM00199","p1C22","FLURANDRENOLIDE","[M+H-H2O]+","C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F",0,419.2233,189.64,0.17,190.05,189.27,189.60
"DMIM00200","p1D03","PIRACETAM","[M+Na]+","C1CC(=O)N(C1)CC(=O)N",0,165.0640,129.73,0.17,129.45,129.77,129.98
"DMIM00201","p1D03","PIRACETAM","[M+K]+","C1CC(=O)N(C1)CC(=O)N",0,181.0379,134.42,0.43,133.78,134.30,135.17
"DMIM00202","p1D03","PIRACETAM","[M+H-H2O]+","C1CC(=O)N(C1)CC(=O)N",0,125.0714,120.35,2.19,116.62,122.33,122.10
"DMIM00203","p1D05","GLUCONOLACTONE","[M+H]+","C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O",0,179.0555,136.46,0.34,135.83,136.62,136.91
"DMIM00204","p1D07","AZLOCILLIN","[M+H]+","CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C",0,462.1447,204.77,0.05,204.84,204.63,204.85
"DMIM00205","p1D07","AZLOCILLIN","[M+Na]+","CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C",0,484.1267,210.14,0.09,210.35,209.87,210.19
"DMIM00206","p1D07","AZLOCILLIN","[M+K]+","CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C",0,500.1006,211.84,0.09,212.10,211.63,211.78
"DMIM00207","p1D08","OXYBATE","[M+H]+","C(CC(=O)O)CO",0,105.0551,116.04,3.41,110.48,119.30,118.34
"DMIM00208","p1D08","OXYBATE","[M+K]+","C(CC(=O)O)CO",0,143.0110,124.34,1.29,122.29,126.20,124.55
"DMIM00209","p1D11","ATORVASTATIN","[M+H]+","CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4",0,559.2608,231.29,0.03,231.24,231.23,231.40
"DMIM00210","p1D11","ATORVASTATIN","[M+Na]+","CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4",0,581.2428,229.87,0.08,229.88,229.63,230.10
"DMIM00211","p1D11","ATORVASTATIN","[M+K]+","CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4",0,597.2167,231.37,0.13,231.77,231.04,231.31
"DMIM00212","p1D11","ATORVASTATIN","[M+H-H2O]+","CC(C)C1=C(C(=C(N1CC[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4",0,541.2502,213.25,0.18,212.73,213.43,213.59
"DMIM00213","p1D13","OXYPHENCYCLIMINE","[M+H]+","CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O",0,345.2178,182.56,0.06,182.61,182.42,182.66
"DMIM00214","p1D13","OXYPHENCYCLIMINE","[M+Na]+","CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O",0,367.1998,180.99,1.88,177.25,180.22,185.50
"DMIM00215","p1D13","OXYPHENCYCLIMINE","[M+K]+","CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O",0,383.1737,178.06,0.33,178.83,177.97,177.38
"DMIM00216","p1D13","OXYPHENCYCLIMINE","[M+H-H2O]+","CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O",0,327.2072,174.07,1.40,170.66,175.34,176.20
"DMIM00218","p1D15","PROPAFENONE","[M+H]+","CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O",0,342.2069,176.48,0.04,176.50,176.37,176.55
"DMIM00219","p1D15","PROPAFENONE","[M+Na]+","CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O",0,364.1889,180.97,0.50,179.68,181.56,181.66
"DMIM00220","p1D15","PROPAFENONE","[M+K]+","CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O",0,380.1628,184.02,1.44,180.29,185.81,185.97
"DMIM00221","p1D15","PROPAFENONE","[M+H-H2O]+","CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O",0,324.1963,172.23,0.20,171.78,172.31,172.60
"DMIM00227","p1D16","ACETAZOLAMIDE","[M+Na]+","CC(=O)NC1=NN=C(S1)S(=O)(=O)N",0,244.9779,151.05,0.12,151.29,150.85,151.01
"DMIM00228","p1D17","FLUCONAZOLE","[M+H]+","C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O",0,307.1119,161.75,0.09,161.75,161.58,161.91
"DMIM00229","p1D17","FLUCONAZOLE","[M+Na]+","C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O",0,329.0939,168.26,0.25,167.72,168.30,168.75
"DMIM00230","p1D17","FLUCONAZOLE","[M+H-H2O]+","C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O",0,289.1013,156.20,0.14,156.43,155.90,156.27
"DMIM00231","p1D19","LOVASTATIN","[M+H]+","CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C",0,405.2641,190.93,0.75,192.96,189.93,189.89
"DMIM00232","p1D19","LOVASTATIN","[M+Na]+","CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C",0,427.2461,200.79,0.08,200.78,200.59,201.00
"DMIM00233","p1D19","LOVASTATIN","[M+H-H2O]+","CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C",0,387.2535,189.05,0.17,188.81,189.50,188.84
"DMIM00237","p1E05","MINOCYCLINE","[M+H]+","CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C",0,458.1927,206.84,0.09,206.82,206.63,207.07
"DMIM00238","p1E05","MINOCYCLINE","[M+Na]+","CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C",0,480.1747,214.26,0.12,214.58,213.94,214.26
"DMIM00239","p1E05","MINOCYCLINE","[M+K]+","CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C",0,496.1486,215.81,0.18,215.79,215.33,216.30
"DMIM00240","p1E06","ECONAZOLE","[M+H]+","C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl",0,381.0328,182.89,0.03,182.82,182.89,182.95
"DMIM00241","p1E07","MINOXIDIL","[M+H]+","C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O",0,210.1355,145.30,0.05,145.21,145.31,145.37
"DMIM00242","p1E07","MINOXIDIL","[M+Na]+","C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O",0,232.1175,160.68,0.05,160.56,160.73,160.76
"DMIM00243","p1E07","MINOXIDIL","[M+H-H2O]+","C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O",0,192.1249,140.03,0.23,139.61,140.10,140.37
"DMIM00246","p1E08","FLUNISOLIDE","[M+Na]+","C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@]35C)F)O",0,457.2003,223.08,0.11,223.14,222.75,223.35
"DMIM00247","p1E08","FLUNISOLIDE","[M+K]+","C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@]35C)F)O",0,473.1742,219.68,0.05,219.64,219.58,219.83
"DMIM00248","p1E10","FLUMETHASONE","[M+H]+","C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F",0,411.1983,188.20,0.31,187.39,188.45,188.75
"DMIM00249","p1E10","FLUMETHASONE","[M+Na]+","C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F",0,433.1803,213.70,0.12,213.92,213.34,213.83
"DMIM00250","p1E10","FLUMETHASONE","[M+K]+","C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F",0,449.1542,210.20,0.12,210.42,209.84,210.35
"DMIM00251","p1E10","FLUMETHASONE","[M+H-H2O]+","C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F",0,393.1877,182.06,0.15,182.41,181.76,182.00
"DMIM00252","p1E12","XYLAZINE","[M+H]+","CC1=C(C(=CC=C1)C)NC2=NCCCS2",0,221.1112,147.16,0.05,147.07,147.15,147.26
"DMIM00253","p1E12","XYLAZINE","[M+Na]+","CC1=C(C(=CC=C1)C)NC2=NCCCS2",0,243.0932,149.37,1.63,145.97,150.63,151.51
"DMIM00255","p1E13","NAFCILLIN","[M+H]+","CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O",0,415.1327,192.01,0.07,192.11,191.82,192.10
"DMIM00256","p1E13","NAFCILLIN","[M+Na]+","CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O",0,437.1147,197.59,0.07,197.76,197.43,197.59
"DMIM00257","p1E13","NAFCILLIN","[M+K]+","CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O",0,453.0886,200.17,0.07,200.36,200.01,200.14
"DMIM00258","p1E13","NAFCILLIN","[M+H-H2O]+","CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O",0,397.1221,180.21,0.16,180.60,180.10,179.92
"DMIM00259","p1E14","TOLAZAMIDE","[M+H]+","CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2",0,312.1382,172.04,0.15,172.36,171.74,172.03
"DMIM00260","p1E14","TOLAZAMIDE","[M+Na]+","CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2",0,334.1202,179.70,0.06,179.81,179.57,179.73
"DMIM00261","p1E14","TOLAZAMIDE","[M+K]+","CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2",0,350.0941,178.65,0.06,178.75,178.49,178.71
"DMIM00262","p1E14","TOLAZAMIDE","[M+H-H2O]+","CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2",0,294.1276,159.41,0.32,160.12,159.00,159.12
"DMIM00263","p1E15","NALOXONE","[M+H]+","C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O",0,328.1549,169.33,0.08,169.23,169.24,169.52
"DMIM00264","p1E15","NALOXONE","[M+Na]+","C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O",0,350.1369,177.00,0.11,176.76,177.03,177.22
"DMIM00265","p1E15","NALOXONE","[M+H-H2O]+","C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O",0,310.1443,166.12,0.09,165.94,166.10,166.30
"DMIM00269","p1E16","GALANTHAMINE","[M+H]+","CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O",0,288.1599,165.27,0.06,165.19,165.22,165.41
"DMIM00270","p1E16","GALANTHAMINE","[M+Na]+","CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O",0,310.1419,166.37,0.90,164.26,167.48,167.37
"DMIM00271","p1E16","GALANTHAMINE","[M+K]+","CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O",0,326.1158,168.22,1.17,165.44,169.53,169.68
"DMIM00272","p1E16","GALANTHAMINE","[M+H-H2O]+","CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O",0,270.1493,160.36,0.07,160.24,160.31,160.51
"DMIM00273","p1E17","NAPHAZOLINE","[M+H]+","C1CN=C(N1)CC2=CC=CC3=CC=CC=C32",0,211.1235,147.59,0.12,147.36,147.60,147.81
"DMIM00274","p1E17","NAPHAZOLINE","[M+Na]+","C1CN=C(N1)CC2=CC=CC3=CC=CC=C32",0,233.1055,149.87,0.29,150.49,149.62,149.50
"DMIM00275","p1E17","NAPHAZOLINE","[M+K]+","C1CN=C(N1)CC2=CC=CC3=CC=CC=C32",0,249.0794,152.77,0.57,151.55,153.19,153.56
"DMIM00276","p1E17","NAPHAZOLINE","[M+H-H2O]+","C1CN=C(N1)CC2=CC=CC3=CC=CC=C32",0,193.1129,138.47,0.28,138.96,138.45,138.00
"DMIM00277","p1E18","CEFAZOLIN","[M+H]+","CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O",0,455.0378,182.83,0.11,182.96,182.55,182.99
"DMIM00278","p1E18","CEFAZOLIN","[M+Na]+","CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O",0,477.0198,189.18,0.03,189.26,189.14,189.15
"DMIM00279","p1E18","CEFAZOLIN","[M+K]+","CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O",0,492.9937,191.52,0.06,191.62,191.59,191.35
"DMIM00280","p1E19","NAPROXEN","[M+H]+","C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O",0,231.1021,149.57,0.09,149.42,149.55,149.75
"DMIM00281","p1E19","NAPROXEN","[M+Na]+","C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O",0,253.0841,156.18,0.28,155.58,156.34,156.62
"DMIM00282","p1E19","NAPROXEN","[M+K]+","C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O",0,269.0580,154.02,0.86,152.70,153.52,155.83
"DMIM00283","p1E19","NAPROXEN","[M+H-H2O]+","C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O",0,213.0915,141.63,0.11,141.44,141.65,141.80
"DMIM00287","p1E20","ENALAPRIL","[M+H]+","CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O",0,377.2076,185.86,0.02,185.92,185.82,185.84
"DMIM00288","p1E20","ENALAPRIL","[M+Na]+","CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O",0,399.1896,188.33,0.27,187.65,188.83,188.52
"DMIM00289","p1E20","ENALAPRIL","[M+K]+","CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O",0,415.1635,190.60,0.24,189.95,190.90,190.94
"DMIM00290","p1E20","ENALAPRIL","[M+H-H2O]+","CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O",0,359.1970,175.50,0.19,175.93,175.14,175.42
"DMIM00291","p1E22","KETOPROFEN","[M+H]+","CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O",0,255.1021,156.26,0.05,156.20,156.21,156.38
"DMIM00292","p1E22","KETOPROFEN","[M+Na]+","CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O",0,277.0841,162.97,0.04,163.02,162.86,163.02
"DMIM00293","p1E22","KETOPROFEN","[M+K]+","CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O",0,293.0580,172.72,0.30,173.09,171.99,173.08
"DMIM00294","p1E22","KETOPROFEN","[M+H-H2O]+","CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O",0,237.0915,148.63,0.09,148.62,148.48,148.79
"DMIM00300","p1F04","ADENOSINE","[M+H]+","C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N",0,268.1046,154.39,0.15,154.07,154.65,154.45
"DMIM00301","p1F04","ADENOSINE","[M+Na]+","C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N",0,290.0866,160.97,0.04,161.04,160.87,160.99
"DMIM00302","p1F04","ADENOSINE","[M+H-H2O]+","C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N",0,250.0940,151.18,0.38,151.94,151.08,150.53
"DMIM00303","p1F05","TENIPOSIDE","[M+Na]+","COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O",0,679.1462,265.97,0.16,265.64,265.70,266.56
"DMIM00304","p1F05","TENIPOSIDE","[M+K]+","COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O",0,695.1201,267.40,0.14,266.98,267.36,267.88
"DMIM00305","p1F08","ALVERINE","[M+H]+","CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2",0,282.2221,167.12,0.07,167.22,166.95,167.20
"DMIM00306","p1F08","ALVERINE","[M+K]+","CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2",0,320.1781,168.71,0.17,168.53,168.48,169.13
"DMIM00307","p1F08","ALVERINE","[M+H-H2O]+","CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2",0,264.2116,160.14,1.51,163.53,158.04,158.87
"DMIM00314","p1F09","CARPROFEN","[M+K]+","CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O",0,312.0194,161.46,1.29,164.39,159.71,160.28
"DMIM00316","p1F11","HYDROXYCHLOROQUINE","[M+H]+","CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO",0,336.1842,177.57,0.09,177.40,177.54,177.79
"DMIM00317","p1F11","HYDROXYCHLOROQUINE","[M+Na]+","CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO",0,358.1662,174.27,0.37,173.57,174.11,175.12
"DMIM00318","p1F11","HYDROXYCHLOROQUINE","[M+H-H2O]+","CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO",0,318.1736,169.89,0.61,168.42,170.59,170.67
"DMIM00320","p1F13","DIRITHROMYCIN","[M+Na]+","CC[C@@H]1[C@@]([C@H]2[C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)OC)C)O[C@H]4[C@@H]([C@H](C[C@H](O4)C)N(C)C)O)(C)O)C)N[C@H](O2)COCCOC)C)(C)O",0,857.5351,282.31,0.07,282.05,282.45,282.44
"DMIM00321","p1F14","AMILORIDE","[M+H]+","C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N",0,230.0557,144.58,0.10,144.41,144.56,144.77
"DMIM00322","p1F14","AMILORIDE","[M+Na]+","C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N",0,252.0377,151.08,0.20,150.67,151.24,151.35
"DMIM00324","p1F15","MEPIVACAINE","[M+H]+","CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C",0,247.1810,156.66,0.03,156.67,156.60,156.71
"DMIM00325","p1F15","MEPIVACAINE","[M+Na]+","CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C",0,269.1630,162.50,3.03,155.54,165.90,166.06
"DMIM00326","p1F15","MEPIVACAINE","[M+K]+","CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C",0,285.1369,159.33,0.92,157.34,159.84,160.82
"DMIM00327","p1F15","MEPIVACAINE","[M+H-H2O]+","CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C",0,229.1704,148.61,0.16,148.94,148.42,148.46
"DMIM00328","p1F18","AMINOGLUTETHIMIDE","[M+Na]+","CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N",0,255.1110,152.20,0.48,151.37,152.09,153.15
"DMIM00329","p1F18","AMINOGLUTETHIMIDE","[M+K]+","CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N",0,271.0849,153.69,0.21,153.26,154.06,153.76
"DMIM00330","p1F18","AMINOGLUTETHIMIDE","[M+H-H2O]+","CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N",0,215.1184,144.49,0.23,144.06,144.56,144.86
"DMIM00331","p1F21","PARAMETHADIONE","[M+Na]+","CCC1(C(=O)N(C(=O)O1)C)C",0,180.0637,136.21,0.34,135.56,136.57,136.48
"DMIM00332","p1F22","AMITRIPTYLINE","[M+H]+","CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31",0,278.1908,164.99,0.05,165.08,164.89,165.00
"DMIM00336","p1G03","NIACIN","[M+K]+","C1=CC(=CN=C1)C(=O)O",0,161.9957,132.74,0.39,133.48,132.36,132.39
"DMIM00337","p1G04","LISINOPRIL","[M+H]+","C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O",0,406.2342,189.37,0.07,189.54,189.20,189.38
"DMIM00338","p1G04","LISINOPRIL","[M+Na]+","C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O",0,428.2162,191.72,0.23,191.10,191.95,192.12
"DMIM00339","p1G04","LISINOPRIL","[M+K]+","C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O",0,444.1901,194.29,0.41,193.26,194.40,195.22
"DMIM00340","p1G04","LISINOPRIL","[M+H-H2O]+","C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O",0,388.2236,189.62,0.54,188.18,190.24,190.43
"DMIM00343","p1G05","NIFEDIPINE","[M+H]+","CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC",0,347.1243,170.64,0.15,171.00,170.43,170.50
"DMIM00344","p1G05","NIFEDIPINE","[M+Na]+","CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC",0,369.1063,177.20,0.23,176.62,177.45,177.53
"DMIM00345","p1G05","NIFEDIPINE","[M+K]+","CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC",0,385.0802,178.27,0.61,176.74,179.21,178.85
"DMIM00346","p1G05","NIFEDIPINE","[M+H-H2O]+","CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC",0,329.1137,166.84,0.42,165.84,167.29,167.39
"DMIM00347","p1G06","BUMETANIDE","[M+Na]+","CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2",0,387.0991,193.48,0.07,193.65,193.32,193.46
"DMIM00348","p1G06","BUMETANIDE","[M+K]+","CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2",0,403.0730,195.27,0.04,195.35,195.16,195.29
"DMIM00349","p1G06","BUMETANIDE","[M+H-H2O]+","CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2",0,347.1065,168.69,1.50,172.25,167.08,166.73
"DMIM00354","p1G07","NITROFURANTOIN","[M+K]+","C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-]",0,276.9975,151.11,0.01,151.12,151.11,151.08
"DMIM00355","p1G07","NITROFURANTOIN","[M+H-H2O]+","C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-]",0,221.0310,136.96,0.31,136.40,137.06,137.44
